counts,id
112,2310030510.0
48,1025049114.0
29,8677300550.0
66,4014400292.0
470,1102000196.0
158,257000138.0
25,46100204.0
9,1909600046.0
18,1250202145.0
11,7611200125.0
9,5611500140.0
85,7138000260.0
8,626059335.0
8,1922059282.0
14,705700390.0
5,7454001200.0
13,8682281200.0
15,7972000200.0
12,722059070.0
6,7202340400.0
347,8096000060.0
50,2424000060.0
2,9264902050.0
583,943100260.0
8,3677400445.0
12,1762600320.0
12,4058000060.0
83,7228500560.0
274,326069104.0
20,5152100060.0
343,3584000310.0
2,8150100045.0
24,1868901275.0
95,6131600075.0
15,9468200125.0
302,8029510030.0
14,2025069065.0
1,7899800890.0
1,3021059276.0
106,3797001895.0
20,3832710960.0
254,1310430400.0
110,1422300030.0
7,1105000588.0
8,3830630060.0
23,5101404898.0
585,7972601890.0
21,5127001620.0
12,9407100800.0
507,1873100060.0
15,8722101360.0
9,8644000060.0
272,3325069129.0
182,1400300055.0
8,2123039032.0
50,8078560140.0
12,3438500192.0
221,7974200510.0
12,2557000400.0
57,7960900060.0
198,4054500390.0
6,6378500125.0
12,1745100140.0
29,2976800796.0
10,4235400186.0
101,4215100060.0
13,9189700045.0
87,1126049053.0
491,2022069200.0
5,9412900055.0
20,1722059235.0
9,6874200960.0
20,7424700045.0
36,7202360350.0
12,5634500392.0
24,1509500060.0
19,7214810350.0
38,6647200060.0
23,9552700140.0
15,2200500350.0
393,6113400046.0
15,6619910140.0
7,1115450240.0
13,6073240060.0
390,9297300045.0
20,9510920070.0
16,5468730030.0
16,8079030390.0
151,600000152.0
10,1840000030.0
31,3225069065.0
558,3260800030.0
14,2747100024.0
16,5104530560.0
315,4330600350.0
13,5016001535.0
502,7280300196.0
20,8651520400.0
597,7171200445.0
5,3204800200.0
5,3416600800.0
2,7994700030.0
105,1860600135.0
9,4139480200.0
534,4139480200.0
34,1328320800.0
44,7771300125.0
11,3422059208.0
13,9521101455.0
8,4337000335.0
44,325059286.0
44,2597650240.0
12,3353400435.0
635,7972000240.0
22,7520000520.0
39,7520000520.0
177,3530210260.0
21,1959700550.0
9,1665400045.0
516,9542850320.0
39,3179100060.0
11,2946001550.0
21,8078490390.0
315,9550201550.0
48,191100045.0
21,5009600070.0
20,200350070.0
15,2877103726.0
149,405100295.0
6,4268200055.0
12,3126069068.0
33,1115300070.0
33,6414100671.0
1,7004200060.0
15,7852110140.0
37,3969300030.0
1,3969300030.0
40,4048400070.0
16,808000070.0
318,7374200030.0
19,7325600160.0
130,2757000030.0
11,616000140.0
25,3363900111.0
37,9262800171.0
254,6607000126.0
9,5416510830.0
5,2201500030.0
9,325059171.0
40,952003285.0
25,3211290370.0
1,1072010350.0
19,8856950070.0
15,925059078.0
15,7855801090.0
12,723099065.0
14,6116500075.0
27,1118500030.0
27,424069250.0
12,3291800710.0
14,6838700060.0
4,2231500030.0
173,2231500030.0
9,7683900200.0
297,8155830060.0
522,98020310.0
24,9423400140.0
7,1545804860.0
9,2883200160.0
24,7132300695.0
11,1726059053.0
37,624111000.0
19,808300310.0
14,8563040160.0
45,713500030.0
23,8651600160.0
106,9517200030.0
22,2460700700.0
0,1223039290.0
45,2890100060.0
36,7972600860.0
27,8857320070.0
22,4047200695.0
21,1653500070.0
385,1923000030.0
11,3649100320.0
580,7375300160.0
8,5175800060.0
169,1604601375.0
15,2473251090.0
9,9126100861.0
102,3420069065.0
551,6021501685.0
16,1151100070.0
15,8856950240.0
8,9385200055.0
12,7821200390.0
8,8078520310.0
12,1565950030.0
32,1560930070.0
37,6700400140.0
39,2422029094.0
3,1774220160.0
80,1525200060.0
7,1678400105.0
3,3426059070.0
292,824079032.0
37,2697100140.0
18,8724300030.0
7,8678500060.0
584,625049299.0
10,6073200075.0
24,6388900710.0
47,1442860160.0
36,7942600310.0
12,1545808560.0
6,936000060.0
31,9808650060.0
540,3754700160.0
15,305500140.0
18,5468750060.0
13,2944010240.0
14,3454000060.0
21,646910160.0
306,8564950390.0
45,2268400350.0
13,7504101040.0
26,11500890.0
176,9528102772.0
1,284000223.0
11,3353401710.0
9,8159610030.0
19,3179100435.0
27,822079033.0
37,8857600960.0
25,1774000200.0
54,2024069128.0
19,1049010390.0
11,7905370390.0
12,4140090240.0
32,4055700030.0
19,3775300030.0
28,2525300030.0
7,1324059104.0
25,2287000030.0
8,7702010030.0
10,1529200340.0
4,2122039094.0
9,1742800030.0
8,1796360350.0
31,6154500070.0
4,1843100340.0
107,8944290160.0
5,4166600473.0
43,7282300125.0
9,8658300340.0
36,2419600075.0
23,2621760350.0
100,1723049270.0
23,4123840310.0
16,2172000075.0
16,8651611170.0
412,8820902200.0
170,8651610890.0
84,1853080570.0
49,3629920030.0
36,1604602050.0
9,6844700810.0
59,66000070.0
52,6665800030.0
14,2205700350.0
8,5466000030.0
11,6189200125.0
11,9169600135.0
18,2625069070.0
50,8732131090.0
13,9286000240.0
8,
36,8691370400.0
36,5423010350.0
567,8562501040.0
286,2475200140.0
13,7942100310.0
245,3760000030.0
12,1727500340.0
13,9828702519.0
192,4432600075.0
8,7806300030.0
26,9274202270.0
12,7852030960.0
20,7852170140.0
346,7518503335.0
62,5467900070.0
518,1245002952.0
28,8906200070.0
26,5379805885.0
3,2769600560.0
8,9238901420.0
107,5113400431.0
180,3885805665.0
81,8121200810.0
12,5126310400.0
45,7322910030.0
474,2827100070.0
2,9276201895.0
13,4402700070.0
28,1922059046.0
49,925059288.0
16,4386700135.0
88,1923069078.0
46,1432400335.0
4,1180003090.0
7,726049331.0
109,3340401555.0
19,7453000070.0
10,4348800030.0
15,7202331420.0
16,3225079035.0
12,6381500700.0
5,339500160.0
5,1545807610.0
27,1843200240.0
576,4403600270.0
8,2008200060.0
14,1521069070.0
18,2459500310.0
14,6204420070.0
14,5694500105.0
17,5466410030.0
9,9485740340.0
32,622049114.0
9,2270000070.0
94,1310900260.0
12,224069094.0
67,7800800160.0
84,2944000240.0
120,4139400710.0
57,7899800860.0
13,2473420140.0
32,5000500055.0
4,4099500935.0
67,1373800295.0
28,4025300135.0
23,3294700310.0
9,8718500075.0
14,4309710240.0
0,5486800070.0
283,236400320.0
14,4376700570.0
38,8648100200.0
10,3624079046.0
59,1921069084.0
277,6431500140.0
642,2725069050.0
2,5307100060.0
11,7203102050.0
4,561000075.0
255,2436701180.0
567,809002765.0
11,4045500710.0
6,5104510270.0
22,98020350.0
9,1714900060.0
18,1189000030.0
8,2473360060.0
13,222069082.0
12,8669160310.0
50,1526069135.0
38,1088650310.0
12,8945200860.0
9,7853240200.0
578,7511800070.0
16,2998800125.0
10,3876300310.0
472,5419800510.0
9,192460060.0
13,7942601895.0
9,7504010570.0
39,1442740140.0
58,6909200575.0
152,
15,3620069036.0
12,2781280390.0
29,9542830350.0
10,1123049053.0
4,8018600765.0
4,3278600240.0
24,7846200070.0
24,662310400.0
22,8651100140.0
536,8682250350.0
196,3211230260.0
8,4233400340.0
26,7199350340.0
278,3904901710.0
236,240000058.0
24,6865200444.0
14,9498200046.0
12,1796380960.0
181,5631500868.0
22,3126049411.0
25,2321300390.0
8,3905040800.0
16,4379400260.0
10,5115000160.0
164,2826049234.0
15,6600700030.0
226,3904930240.0
226,9407110700.0
36,1682500160.0
521,8078570390.0
145,3010300240.0
228,9500900135.0
8,461001615.0
9,6411600069.0
237,7812800565.0
13,7548300731.0
29,8925100390.0
502,7010700292.0
27,9485951170.0
20,5437820310.0
18,582000135.0
10,3204800370.0
237,8832900550.0
57,9550204515.0
25,7199330390.0
25,6131600060.0
103,5379805460.0
14,7212652180.0
10,6379500640.0
63,4315700060.0
410,3329500060.0
15,4140090320.0
76,9385200045.0
30,7852180340.0
8,1545804340.0
95,2490200320.0
172,2218000335.0
16,922049078.0
33,2586800270.0
34,4338800370.0
146,7214700350.0
30,3226200105.0
48,2324039036.0
9,7849202231.0
12,5196410260.0
36,3760500116.0
200,2985800030.0
18,259900160.0
11,708000030.0
264,192460310.0
180,9412200260.0
12,1062100116.0
251,6798100662.0
186,1775920350.0
255,2525500260.0
16,6145600041.0
632,3300701615.0
5,5151600340.0
32,7613700521.0
15,2710600045.0
75,5101405124.0
57,6067910030.0
12,1959701890.0
8,1402200340.0
8,3558900070.0
10,7846700310.0
255,3348401740.0
256,3013300288.0
16,7852070060.0
12,5029450160.0
11,3526069070.0
207,5104540240.0
15,3438500486.0
24,5102400105.0
30,2346200030.0
4,1321710030.0
249,7853290030.0
6,1566100400.0
10,1775800800.0
17,9133600075.0
8,5450900060.0
8,1402600700.0
40,8024200350.0
474,3121500340.0
81,7697870860.0
40,7527200030.0
577,2013200390.0
29,766500030.0
15,6664000030.0
35,9349900105.0
25,1895000045.0
3,6205500030.0
9,7011200260.0
12,41000454.0
17,7203600550.0
15,9477200560.0
13,4022907770.0
17,5231000060.0
15,6055000310.0
91,3216900060.0
123,7967200060.0
123,8077210350.0
4,7203000640.0
9,2988000070.0
290,3832200070.0
58,3670500710.0
38,8820903380.0
36,8820903380.0
12,4233400400.0
6,3793500550.0
86,6431000270.0
11,2225059214.0
10,7694800270.0
25,2171400197.0
7,2473400340.0
6,3530490070.0
29,1932300075.0
17,2525000510.0
10,1853000510.0
237,1742800060.0
12,2723089104.0
250,2619950350.0
26,4021100045.0
12,731500200.0
253,2591820310.0
8,3626039299.0
8,9346980140.0
182,6613000140.0
25,8159610060.0
103,7830800339.0
17,1588600045.0
157,826069046.0
37,1771000890.0
59,3300701170.0
45,7340500270.0
448,9277200111.0
8,293720140.0
412,579003610.0
12,1138020200.0
12,3432500200.0
315,1563102435.0
41,3959400710.0
79,8682300890.0
7,4385700765.0
281,5149300200.0
6,9323600060.0
10,9273200140.0
14,9542300320.0
16,770000045.0
41,6979900390.0
8,6379500159.0
184,826079094.0
12,8856940060.0
8,2972300060.0
14,3575200070.0
16,8146100270.0
301,8648200030.0
33,208500160.0
27,1196003428.0
30,5104450990.0
532,3343901234.0
19,226039214.0
482,1623300160.0
2,2205500575.0
35,4040800810.0
234,2612000390.0
554,3814400125.0
34,7300400060.0
8,1954700695.0
228,7230200340.0
0,3191000240.0
12,1139000069.0
96,5693500270.0
23,686500030.0
16,8731901940.0
11,2688100071.0
54,2423069155.0
37,2329500260.0
263,2608300030.0
15,1494300060.0
27,7504101230.0
13,8081020370.0
9,1446800511.0
660,1623049062.0
19,6145601000.0
36,205000520.0
18,3885805935.0
80,7852020640.0
25,6838800140.0
10,4083305445.0
17,7855801610.0
5,7940700260.0
7,8854100350.0
35,4365200860.0
589,3904980030.0
12,7843500070.0
15,6067900060.0
49,7202340960.0
4,1786640070.0
25,259600260.0
12,7234600903.0
17,4307350200.0
10,3276930400.0
13,4045100075.0
13,1421069208.0
228,4057300200.0
56,1922059135.0
56,5014600240.0
109,1565900070.0
310,3121059033.0
35,6799300270.0
36,2021200370.0
24,726049190.0
273,726049190.0
2,4006000251.0
7,3362400640.0
21,1610000016.0
16,7376300060.0
8,7300200550.0
12,2061100570.0
12,8856890200.0
15,8731951670.0
22,4037200075.0
107,5066400483.0
111,4167300310.0
14,8682262400.0
6,8682262400.0
248,6777800160.0
2,1402950550.0
519,2843200070.0
23,6450303785.0
39,9429500045.0
8,1443300140.0
22,108000127.0
8,1081300200.0
70,8818900060.0
20,3395050060.0
15,7197350070.0
2,9510900270.0
9,3905081070.0
16,2322069114.0
11,5637500070.0
5,4164100160.0
35,4136890260.0
182,3056800160.0
38,3654800200.0
522,2296500036.0
15,623069068.0
11,1865820370.0
12,1723049033.0
25,2359300030.0
159,6403310060.0
16,1937300270.0
460,4137050060.0
30,2310000240.0
49,3955900830.0
16,8665050060.0
10,3330500875.0
13,3327020400.0
31,1250700060.0
14,4039300400.0
67,6665800060.0
219,7504110030.0
90,7805450810.0
16,8802400416.0
269,6204400270.0
579,9536602080.0
37,3826000070.0
489,5101405335.0
561,2349300060.0
28,7749500370.0
23,2436701200.0
5,7871500070.0
632,3323500030.0
4,2110200036.0
98,510002519.0
92,1387300070.0
36,9465910070.0
32,2324800070.0
6,1962200435.0
29,8562890700.0
9,3298700946.0
38,880000189.0
10,643500030.0
15,8566100200.0
153,4298100240.0
14,3275780030.0
241,8648220270.0
10,1923000160.0
12,7574910860.0
483,2296500136.0
61,3278600710.0
17,2460700260.0
24,3188100400.0
21,9406520830.0
112,3387900390.0
15,1596600024.0
283,7625701891.0
373,3224800075.0
12,7526800200.0
94,3329530200.0
14,2115200125.0
11,6623400135.0
4,103000116.0
20,2768301525.0
31,739980260.0
323,4302200695.0
43,1431700370.0
12,7524000030.0
104,4046500320.0
274,4325000125.0
1,3456000160.0
116,9297301580.0
35,2465400036.0
11,5412200270.0
2,1109000390.0
304,8730000270.0
134,7937600830.0
11,3395070640.0
58,8663280160.0
9,6151800624.0
334,8594400370.0
142,2301400640.0
75,4441300240.0
100,7714000070.0
575,3432500486.0
20,5466420030.0
8,
50,2768301715.0
14,3332000135.0
9,65000400.0
134,8820901670.0
159,8712100575.0
52,6116500341.0
517,4167300030.0
9,2925059135.0
380,7708300140.0
560,4139430340.0
10,3812400070.0
29,9455200445.0
127,6203000160.0
301,7517500611.0
19,8691300860.0
599,5489200435.0
10,510002065.0
6,252000400.0
45,7279300070.0
23,8113101670.0
16,7578200310.0
36,7715800570.0
40,6852700478.0
292,1917300260.0
9,4298100070.0
63,1842000140.0
19,5462100240.0
17,8651520510.0
15,3578110200.0
12,7555210340.0
8,2313900510.0
12,2009001600.0
14,1455100116.0
14,3629790160.0
20,1778350070.0
12,1703050200.0
211,5469700570.0
178,100600860.0
317,421049116.0
9,3205200640.0
110,8899200570.0
75,1777500160.0
25,7853340860.0
39,1862400132.0
276,6380500135.0
62,9528104108.0
12,2571910160.0
81,316000160.0
11,2695600505.0
15,3904910320.0
450,4100000140.0
10,3226049270.0
19,1455600030.0
561,5559600140.0
10,5147600105.0
8,7437100570.0
157,8856004730.0
17,3856902996.0
266,1442800370.0
12,8001400340.0
12,3131200640.0
6,984000710.0
280,4167300350.0
168,2826049282.0
21,8946750030.0
36,461004720.0
31,7852090810.0
488,9264960340.0
80,1624079104.0
25,4310700570.0
148,1254200075.0
40,7214820030.0
18,865100055.0
13,686201000.0
10,342000570.0
51,5476200160.0
37,7199320570.0
65,6414100560.0
12,1623049214.0
515,2379300340.0
45,7701990560.0
12,2025700860.0
207,8562500200.0
145,8143100350.0
421,37000335.0
11,1862900350.0
13,1498302774.0
9,2224700136.0
231,7697920160.0
51,1370804430.0
278,2267000160.0
11,5700004028.0
14,8682231170.0
17,3353400860.0
22,2424059035.0
336,2021201000.0
13,3919000030.0
38,789000550.0
7,5104511040.0
24,7215722010.0
11,16000435.0
16,7197300105.0
270,2877101031.0
308,2892600016.0
61,2423020270.0
47,1825079070.0
25,5255710160.0
292,723069135.0
7,2024059094.0
35,7613700860.0
239,2771101200.0
112,7625704510.0
15,1762600260.0
5,2553300030.0
3,5309101200.0
60,5416300240.0
12,3756600240.0
34,8127700445.0
645,9421500070.0
16,9477710160.0
402,1795500240.0
9,7203220260.0
14,3524039204.0
15,5706200060.0
217,7283900012.0
20,809001070.0
60,3340401535.0
535,1607100139.0
37,8699800060.0
72,524069037.0
71,6072600200.0
351,5144000036.0
45,7855300200.0
10,2485000202.0
32,9209900270.0
12,6099400030.0
518,9368700223.0
20,1782000160.0
453,269001360.0
453,390100060.0
76,7888400560.0
7,7567600045.0
2,7764200030.0
21,9828202545.0
4,6114600030.0
40,9834200885.0
63,9834200885.0
36,3509600070.0
5,2473002080.0
1,1081300370.0
619,11501160.0
140,7202330370.0
13,7000100631.0
10,2484200171.0
590,9477201040.0
121,7202290160.0
12,4366700140.0
13,5457300478.0
32,9158100116.0
39,7227500830.0
444,7237500390.0
108,2197600451.0
11,3278604400.0
13,1788700160.0
12,3276930270.0
9,7374600060.0
25,2505500030.0
23,2770604942.0
119,7831800505.0
631,5416510060.0
6,4137010260.0
161,7683800200.0
14,1509500160.0
16,3904940200.0
81,4037200295.0
21,7258200055.0
10,9178600560.0
552,255520260.0
14,751000060.0
92,3343900326.0
12,7137900320.0
15,2641800060.0
15,293760310.0
123,7237501180.0
27,5332200550.0
38,3450300240.0
9,9352900695.0
13,3324069070.0
48,8062900070.0
170,8062900070.0
9,4427100030.0
11,4039100400.0
20,2171400126.0
174,7135520810.0
523,2475201180.0
36,4024100951.0
25,6021502830.0
1,7710100083.0
42,2781270550.0
25,200510060.0
83,9554200105.0
643,3320000810.0
294,643500060.0
13,2537500140.0
58,5112800421.0
17,3352402236.0
11,3905100520.0
301,6332940070.0
50,809002435.0
58,3797000295.0
13,1775801260.0
129,4055701200.0
5,7137960030.0
142,7880010060.0
43,3797001920.0
38,3901100055.0
31,8069000075.0
44,1541700240.0
38,6064800710.0
8,1865810060.0
13,7533800295.0
11,5415300060.0
538,3876100320.0
15,1247600105.0
18,3705900238.0
14,3876200070.0
46,4388000140.0
195,3523029041.0
23,3110800260.0
172,3131201290.0
13,1117200390.0
32,8956000350.0
13,7853210140.0
6,3250500140.0
10,2767601375.0
63,9465910320.0
16,3334000055.0
27,7893800335.0
12,3586500700.0
14,3630180400.0
117,3210950510.0
2,1224069074.0
101,7625700935.0
26,7856610200.0
66,7287100135.0
579,1023059324.0
349,6398000171.0
162,6149700350.0
106,9558020890.0
4,2624049185.0
55,236400260.0
1,3826000560.0
4,7011201245.0
13,9222400510.0
149,9455200570.0
149,2112700030.0
12,8658300260.0
21,3996900160.0
640,5561400340.0
177,11900140.0
26,6071600340.0
34,1231000510.0
180,1231000510.0
0,7683800192.0
249,4123400340.0
9,5458300685.0
50,194000505.0
22,3885804305.0
12,3971700560.0
443,8585400135.0
19,8691500990.0
4,2770606685.0
2,8856971000.0
23,1026049082.0
41,2095800400.0
18,7852030240.0
194,6321000045.0
30,3751600030.0
8,4046500510.0
13,8029520240.0
294,7016310030.0
11,1238500451.0
38,4401150070.0
145,3331000070.0
7,2636900126.0
15,1842900030.0
18,1761300310.0
18,5249800729.0
11,5104511600.0
27,8663370060.0
11,613400030.0
174,6004510240.0
13,1450100070.0
14,6117501820.0
18,6117501820.0
1,5420300240.0
281,4140900140.0
4,1630700135.0
4,5166700055.0
495,3224600310.0
8,7227802030.0
146,226059078.0
12,1796100140.0
15,5309100140.0
103,8658300510.0
12,8691300060.0
7,9103000393.0
6,8682281170.0
290,472000055.0
14,2473400570.0
645,3449500135.0
23,1926049355.0
23,8650000070.0
20,8732131200.0
24,1624079051.0
122,993001629.0
21,3832711040.0
5,5244801230.0
14,2798600240.0
278,5701800030.0
14,7636800041.0
279,3904901200.0
12,4109600055.0
16,3339400349.0
35,7202340370.0
8,9477500060.0
44,4310701600.0
494,2215450060.0
32,2919702075.0
10,8079030350.0
520,7893804340.0
14,4389200765.0
14,1822069116.0
17,7276100282.0
35,567000392.0
29,5729200030.0
71,8682220390.0
2,9828700200.0
15,7852180560.0
6,3655400060.0
4,7955030060.0
12,8964800445.0
2,6204410200.0
25,7625702400.0
0,5113200310.0
157,7893802800.0
5,2473003210.0
67,1402600570.0
74,8944460030.0
69,2473480560.0
24,3365900465.0
9,5341600030.0
168,6073500160.0
107,2025760160.0
5,9393700140.0
24,5458800125.0
13,2492200435.0
10,3759500046.0
128,8648220260.0
6,6392001670.0
16,2026049155.0
261,2329800240.0
12,3380900125.0
5,1324079041.0
22,8682230550.0
10,853400240.0
2,2130702075.0
7,3260810260.0
26,2878600200.0
16,7298040310.0
636,766000240.0
13,3459700340.0
35,2473251180.0
50,2407900200.0
11,
6,203600140.0
34,4037800140.0
577,1683600240.0
226,1962200036.0
590,1775800510.0
1,1822350070.0
46,7772400160.0
12,273900030.0
22,3323069084.0
16,4337000160.0
121,9126100550.0
14,5101405274.0
466,4232400860.0
588,2723069082.0
13,7436500270.0
8,5153200030.0
36,4022900125.0
8,7841300505.0
296,573000685.0
4,8961990160.0
274,1250202255.0
658,7234600796.0
40,3630180340.0
12,5104450070.0
105,9477100060.0
123,4139440830.0
588,6772200055.0
2,8731982190.0
13,6300000335.0
39,9301300751.0
71,9542100135.0
163,8691410700.0
25,217500135.0
14,3731800055.0
53,7234600786.0
161,2423059104.0
259,1823039205.0
23,2423020260.0
27,2695600070.0
28,6844703240.0
14,3904940070.0
8,1939130070.0
12,5589300370.0
22,3526039116.0
40,6821600390.0
39,1925069082.0
569,8100400160.0
3,5556300102.0
642,7222000393.0
18,9407001860.0
52,
8,3295950240.0
31,3905000340.0
263,3374300070.0
88,7812800310.0
24,7015200685.0
4,3521069051.0
22,8032700140.0
29,6117500320.0
157,7305300045.0
16,922069139.0
11,84000335.0
16,9232400055.0
15,1453600202.0
1,3904910520.0
15,5469300270.0
184,8681660060.0
72,3902300350.0
257,6392003490.0
26,3342700465.0
8,2592210160.0
4,616000160.0
34,1687000270.0
9,4102000075.0
10,8078460550.0
14,2710600070.0
4,37000435.0
96,5100401414.0
12,5631500254.0
38,8567300140.0
22,98000060.0
10,2205500400.0
9,1726069084.0
12,8682291840.0
293,5003600240.0
47,5636000400.0
12,3298700125.0
38,7880000060.0
495,7811200310.0
32,5255690160.0
81,869700320.0
12,6052401631.0
52,5089700260.0
326,9473200105.0
106,6678900140.0
67,9552700550.0
19,2171400218.0
144,9122001231.0
111,6639900012.0
90,8151601090.0
14,6664900260.0
18,7663700030.0
12,952000055.0
24,4292300024.0
4,8073000550.0
34,9238450160.0
637,6127600036.0
223,1370801331.0
134,3500100226.0
295,319500570.0
118,3751604974.0
8,7852030320.0
484,2481630070.0
41,4299000030.0
39,3886902590.0
20,9178601000.0
14,2861100030.0
550,9471200370.0
14,625049286.0
54,133000135.0
101,7214700830.0
21,4473400045.0
13,9413600350.0
41,1138010520.0
9,7431500341.0
23,8830400135.0
23,5694000710.0
7,1951820070.0
13,6137500320.0
17,6703100070.0
6,339350070.0
186,7399300860.0
479,8907500070.0
172,8651430560.0
21,2228900270.0
627,2228900270.0
262,6880200030.0
10,7227501170.0
516,7504460200.0
20,1559900200.0
20,546000400.0
215,1596600060.0
49,6021501920.0
141,3275860270.0
160,5457300703.0
17,2919700885.0
53,1951500030.0
13,9550200310.0
289,3630120700.0
12,3630120700.0
41,6370000070.0
35,7935000125.0
15,3034200058.0
12,2856102336.0
242,2523039239.0
23,5452800310.0
5,2724069070.0
4,6690500320.0
14,2413301070.0
13,1562100030.0
30,7941140070.0
12,1703050520.0
13,2412600030.0
41,5266300140.0
0,11520030.0
13,7202290140.0
260,8161010060.0
28,8562900710.0
38,8888000055.0
27,3395800295.0
19,5557320030.0
12,2909300640.0
500,5202500030.0
299,5561300640.0
18,3449900030.0
8,952003435.0
17,6204200340.0
12,1737100830.0
47,2207200520.0
99,3818400060.0
8,9264960560.0
542,6362900172.0
23,9272200810.0
14,3629160060.0
4,4324200060.0
13,3830620710.0
4,3276900030.0
21,4058800830.0
107,6202600070.0
14,8581200030.0
23,2771601940.0
4,2214800270.0
25,7312000240.0
360,8562890560.0
7,4136930310.0
6,1328330350.0
594,5255690060.0
5,402000260.0
18,7787110060.0
36,8651580310.0
29,3705000060.0
38,7525410060.0
28,3295700060.0
29,8121500060.0
16,3728800320.0
11,6003501535.0
180,2621750340.0
108,3445000274.0
34,3288200030.0
131,4188000640.0
15,2558730070.0
190,7923500060.0
16,8016300030.0
10,3629920830.0
40,4054510270.0
52,2864600105.0
47,8165500830.0
164,4395600060.0
42,4444800045.0
13,1115300270.0
14,5363200200.0
3,6067900640.0
38,4279200060.0
13,3425059222.0
442,5253300397.0
8,1769600204.0
14,1176001195.0
12,1239400570.0
9,6071600270.0
44,1311100520.0
39,1402200070.0
9,1419700270.0
13,5126900310.0
8,8816400885.0
57,5412100550.0
652,7203000465.0
34,1862900160.0
11,984220240.0
142,4458800060.0
155,1138000160.0
18,9406520550.0
12,7852160070.0
10,7214700160.0
22,2483700160.0
4,1972201820.0
6,9477000060.0
10,7932000041.0
23,1231000520.0
46,7522500070.0
17,4215250310.0
14,5560000070.0
10,1545804460.0
10,9510970310.0
276,98030160.0
354,7853300070.0
437,934300140.0
107,1245001820.0
20,1974200060.0
135,7300410060.0
41,1939110310.0
74,7888000390.0
17,7888000390.0
